created,number,category,description,closure_notes
2/3/24 14:30,INC2283381,VPN Issues,Slow VPN connection speeds,User guided through steps
1/13/24 15:04,INC2639129,Network Problems,Slow internet speeds,User guided through steps
3/16/24 0:49,INC4400741,Application Issues,Application running very slowly,User guided through steps
1/24/24 9:29,INC3522228,Email Problems,Cannot send email,User guided through steps
2/5/24 16:55,INC2770953,Login Issues,Unable to login to system,Hardware replaced
1/4/24 10:23,INC1688157,Login Issues,Account locked out,Resolved after troubleshooting
3/11/24 12:53,INC8968089,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
2/10/24 16:15,INC3360902,Hardware Issues,Keyboard keys not working,Hardware replaced
3/2/24 2:50,INC7188829,VPN Issues,Slow VPN connection speeds,Hardware replaced
2/26/24 12:21,INC5362919,VPN Issues,Slow VPN connection speeds,User guided through steps
3/8/24 7:44,INC8529959,Email Problems,Cannot send email,Hardware replaced
3/3/24 16:51,INC3364122,VPN Issues,VPN not connecting,Hardware replaced
1/3/24 2:14,INC7300258,Hardware Issues,Computer not turning on,Resolved after troubleshooting
3/1/24 22:01,INC7442253,Email Problems,Email attachment too large,Resolved after troubleshooting
2/13/24 18:09,INC4498388,Email Problems,Email attachment too large,Hardware replaced
1/3/24 6:29,INC4871505,Network Problems,Slow internet speeds,Resolved after troubleshooting
2/3/24 20:44,INC7115789,Email Problems,Cannot send email,User guided through steps
2/5/24 0:15,INC4244768,VPN Issues,VPN not connecting,Resolved after troubleshooting
2/23/24 16:22,INC3842980,Network Problems,Slow internet speeds,Escalated to higher tier
1/5/24 14:02,INC4651928,VPN Issues,Slow VPN connection speeds,Resolved after troubleshooting
1/25/24 22:30,INC8235079,Network Problems,No internet connection,User guided through steps
1/18/24 18:21,INC7181439,Login Issues,Unable to login to system,Escalated to higher tier
2/1/24 17:34,INC2650546,Login Issues,Two-factor authentication not working,Hardware replaced
2/27/24 15:52,INC6946656,Hardware Issues,Keyboard keys not working,Hardware replaced
1/24/24 15:52,INC3012721,Email Problems,Spam filter blocking legitimate emails,Escalated to higher tier
1/2/24 18:40,INC6556001,Email Problems,Cannot send email,Hardware replaced
3/7/24 23:08,INC5455149,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
3/16/24 1:26,INC6653963,Login Issues,Unable to login to system,User guided through steps
2/1/24 11:09,INC5209624,Email Problems,Cannot send email,User guided through steps
1/8/24 23:28,INC8893015,Hardware Issues,Screen flickering,Resolved after troubleshooting
3/2/24 3:33,INC6523664,Network Problems,WiFi keeps disconnecting,User guided through steps
2/11/24 8:33,INC1031419,Application Issues,Application running very slowly,Escalated to higher tier
1/24/24 6:51,INC3940952,Application Issues,Feature not working as expected,User guided through steps
1/4/24 19:26,INC7320328,Network Problems,WiFi keeps disconnecting,User guided through steps
2/28/24 16:11,INC5067739,VPN Issues,VPN not connecting,User guided through steps
2/26/24 13:54,INC9584746,Network Problems,WiFi keeps disconnecting,Hardware replaced
1/20/24 7:19,INC3080765,Application Issues,Application crashing on start,Escalated to higher tier
3/1/24 22:04,INC7138092,Hardware Issues,Screen flickering,Escalated to higher tier
2/12/24 18:04,INC9937873,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
1/1/24 13:49,INC3920937,Network Problems,Slow internet speeds,User guided through steps
1/27/24 7:47,INC1473538,Application Issues,Application running very slowly,Resolved after troubleshooting
3/10/24 22:09,INC6587516,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
1/22/24 21:41,INC7147769,Login Issues,Account locked out,Resolved after troubleshooting
1/25/24 21:33,INC8715397,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
1/22/24 12:58,INC1378150,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
2/14/24 10:42,INC7652274,Network Problems,Network drive not accessible,User guided through steps
1/6/24 15:37,INC1317003,Hardware Issues,Computer not turning on,Escalated to higher tier
1/18/24 11:03,INC3782815,Application Issues,Feature not working as expected,Resolved after troubleshooting
3/3/24 4:37,INC3921986,Email Problems,Not receiving email,Hardware replaced
1/31/24 3:16,INC5789723,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
1/7/24 0:52,INC8669170,VPN Issues,Unable to access certain sites over VPN,Resolved after troubleshooting
2/3/24 16:30,INC3238662,VPN Issues,Slow VPN connection speeds,Escalated to higher tier
1/18/24 18:42,INC9825539,Network Problems,WiFi keeps disconnecting,User guided through steps
2/24/24 9:16,INC2481305,Network Problems,Network drive not accessible,Hardware replaced
1/22/24 18:50,INC4342059,Network Problems,WiFi keeps disconnecting,Hardware replaced
1/17/24 1:34,INC6807184,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
1/2/24 11:37,INC2858626,Hardware Issues,Printer not printing,User guided through steps
1/2/24 10:15,INC1211796,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/18/24 20:19,INC9088245,Hardware Issues,Screen flickering,Escalated to higher tier
3/4/24 16:22,INC3433885,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
1/14/24 22:30,INC3423454,Hardware Issues,Printer not printing,Escalated to higher tier
2/26/24 21:13,INC5184928,Email Problems,Email attachment too large,User guided through steps
3/1/24 17:44,INC5870038,Application Issues,Error message displayed in application,User guided through steps
1/27/24 13:48,INC9374987,Application Issues,Feature not working as expected,Hardware replaced
2/15/24 7:10,INC6495468,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
3/3/24 9:09,INC3430605,VPN Issues,VPN not connecting,Escalated to higher tier
1/7/24 15:54,INC1325094,Email Problems,Email attachment too large,User guided through steps
3/4/24 21:55,INC3853398,Hardware Issues,Computer not turning on,Hardware replaced
3/7/24 22:09,INC1887540,Hardware Issues,Keyboard keys not working,Escalated to higher tier
1/31/24 4:27,INC2134282,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
2/4/24 12:28,INC3780490,Email Problems,Not receiving email,User guided through steps
3/11/24 5:26,INC5146137,Login Issues,Two-factor authentication not working,Escalated to higher tier
1/29/24 13:53,INC7593335,Network Problems,Slow internet speeds,User guided through steps
1/10/24 17:52,INC7799568,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
1/7/24 15:33,INC8123075,Login Issues,Unable to login to system,Hardware replaced
1/27/24 4:44,INC8074478,Hardware Issues,Printer not printing,Hardware replaced
1/30/24 20:48,INC2698568,Hardware Issues,Screen flickering,User guided through steps
3/15/24 13:41,INC6353216,Network Problems,No internet connection,Resolved after troubleshooting
2/28/24 22:32,INC2910420,Application Issues,Application running very slowly,User guided through steps
3/3/24 12:54,INC5859369,Network Problems,Slow internet speeds,Hardware replaced
2/17/24 4:25,INC2555677,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
2/9/24 10:47,INC1200102,Network Problems,No internet connection,Hardware replaced
2/5/24 22:41,INC9323610,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
1/29/24 9:23,INC3685121,Email Problems,Spam filter blocking legitimate emails,User guided through steps
1/19/24 9:02,INC1534285,Email Problems,Email attachment too large,Resolved after troubleshooting
2/10/24 22:47,INC4980591,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
1/6/24 1:08,INC4753377,Hardware Issues,Keyboard keys not working,Hardware replaced
1/10/24 17:42,INC7778236,Login Issues,Unable to login to system,Escalated to higher tier
1/13/24 12:24,INC3896086,Email Problems,Not receiving email,Hardware replaced
1/24/24 6:53,INC9536308,Application Issues,Feature not working as expected,Escalated to higher tier
2/8/24 2:49,INC8785450,Login Issues,Unable to login to system,Escalated to higher tier
3/13/24 20:12,INC3811032,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
2/10/24 5:12,INC5875580,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
1/31/24 11:43,INC6312141,Login Issues,Password reset required,Resolved after troubleshooting
2/28/24 13:17,INC8473378,Network Problems,WiFi keeps disconnecting,User guided through steps
2/16/24 23:52,INC3761559,Hardware Issues,Screen flickering,User guided through steps
1/20/24 14:42,INC5126954,Hardware Issues,Keyboard keys not working,Hardware replaced
2/20/24 23:55,INC4462843,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/18/24 4:58,INC6257843,Application Issues,Feature not working as expected,Hardware replaced
1/8/24 8:18,INC6127708,Application Issues,Feature not working as expected,User guided through steps
1/16/24 0:56,INC9628219,Hardware Issues,Keyboard keys not working,User guided through steps
1/6/24 15:07,INC8385674,Email Problems,Not receiving email,Hardware replaced
2/14/24 21:21,INC4366593,VPN Issues,Slow VPN connection speeds,Hardware replaced
1/31/24 8:46,INC2645818,Application Issues,Feature not working as expected,User guided through steps
1/13/24 20:44,INC9732161,Login Issues,Account locked out,Hardware replaced
2/16/24 8:51,INC6311826,Network Problems,Network drive not accessible,Escalated to higher tier
2/29/24 1:14,INC3391775,Hardware Issues,Computer not turning on,Hardware replaced
1/23/24 20:01,INC4883191,Network Problems,Network drive not accessible,Hardware replaced
2/1/24 13:03,INC2734494,Hardware Issues,Computer not turning on,Hardware replaced
1/13/24 21:43,INC5255390,Login Issues,Account locked out,User guided through steps
3/16/24 7:25,INC3199110,Network Problems,Slow internet speeds,Escalated to higher tier
1/31/24 0:30,INC4313854,VPN Issues,VPN not connecting,Hardware replaced
3/16/24 17:28,INC7468408,VPN Issues,VPN not connecting,Hardware replaced
1/22/24 10:50,INC5948643,Hardware Issues,Printer not printing,Resolved after troubleshooting
2/19/24 4:19,INC4092742,Login Issues,Two-factor authentication not working,Escalated to higher tier
2/18/24 11:22,INC3909124,Application Issues,Application running very slowly,Resolved after troubleshooting
1/5/24 8:57,INC9341795,VPN Issues,VPN not connecting,Escalated to higher tier
3/6/24 2:05,INC2837884,VPN Issues,VPN not connecting,Resolved after troubleshooting
1/23/24 14:05,INC3728266,VPN Issues,VPN not connecting,User guided through steps
3/2/24 2:12,INC6564344,Hardware Issues,Printer not printing,User guided through steps
3/12/24 0:33,INC1693871,Network Problems,Network drive not accessible,User guided through steps
1/20/24 2:20,INC8889740,Email Problems,Email attachment too large,Escalated to higher tier
3/4/24 20:51,INC7372424,VPN Issues,VPN not connecting,Escalated to higher tier
1/21/24 23:17,INC2821041,Email Problems,Cannot send email,Resolved after troubleshooting
2/22/24 21:48,INC3942500,Login Issues,Unable to login to system,Escalated to higher tier
2/21/24 4:51,INC2056469,Login Issues,Unable to login to system,Hardware replaced
1/28/24 18:51,INC9420783,Application Issues,Application running very slowly,Hardware replaced
1/13/24 20:08,INC5848676,Network Problems,Network drive not accessible,Resolved after troubleshooting
3/15/24 14:41,INC3502669,Login Issues,Two-factor authentication not working,Escalated to higher tier
2/3/24 7:21,INC8097538,Network Problems,No internet connection,User guided through steps
1/2/24 20:35,INC7459073,Email Problems,Email attachment too large,Resolved after troubleshooting
2/1/24 0:16,INC5245749,Hardware Issues,Printer not printing,User guided through steps
1/31/24 12:39,INC7842774,Network Problems,WiFi keeps disconnecting,Hardware replaced
3/14/24 6:37,INC8321713,Email Problems,Cannot send email,Resolved after troubleshooting
3/7/24 9:40,INC3040213,Application Issues,Feature not working as expected,User guided through steps
3/9/24 16:34,INC8963519,Network Problems,Network drive not accessible,Hardware replaced
2/3/24 15:08,INC8796033,Email Problems,Cannot send email,Resolved after troubleshooting
1/22/24 12:44,INC5657520,Application Issues,Application running very slowly,Escalated to higher tier
1/15/24 17:36,INC4127077,Application Issues,Application running very slowly,Hardware replaced
1/1/24 2:31,INC6887532,Hardware Issues,Printer not printing,Escalated to higher tier
1/8/24 17:06,INC1953036,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
2/15/24 5:54,INC8126182,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
1/5/24 10:07,INC9787264,Login Issues,Password reset required,Hardware replaced
1/29/24 1:01,INC5226880,Application Issues,Application running very slowly,Resolved after troubleshooting
2/5/24 1:33,INC5979075,Login Issues,Password reset required,Escalated to higher tier
1/8/24 5:45,INC5315477,Application Issues,Application running very slowly,Resolved after troubleshooting
1/13/24 22:01,INC3393023,Application Issues,Application crashing on start,Hardware replaced
1/9/24 9:14,INC3961047,VPN Issues,VPN connection dropping frequently,User guided through steps
1/30/24 19:32,INC3572499,Application Issues,Feature not working as expected,Hardware replaced
2/25/24 2:44,INC5261878,Application Issues,Feature not working as expected,Hardware replaced
1/23/24 13:42,INC3233194,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
3/8/24 6:55,INC9995483,VPN Issues,Slow VPN connection speeds,Escalated to higher tier
2/29/24 12:13,INC4858539,Application Issues,Application running very slowly,Resolved after troubleshooting
2/28/24 7:01,INC3319753,Network Problems,Slow internet speeds,Escalated to higher tier
1/8/24 0:51,INC2076872,Email Problems,Not receiving email,Hardware replaced
2/25/24 9:18,INC9858956,Email Problems,Not receiving email,User guided through steps
3/13/24 18:40,INC1402900,Email Problems,Email attachment too large,Escalated to higher tier
2/2/24 18:31,INC8201078,Login Issues,Password reset required,Resolved after troubleshooting
3/16/24 20:39,INC4676091,Hardware Issues,Computer not turning on,Hardware replaced
1/15/24 17:40,INC5104466,Hardware Issues,Screen flickering,Hardware replaced
2/16/24 6:30,INC9600587,Application Issues,Application running very slowly,Hardware replaced
1/13/24 22:03,INC8252794,Network Problems,Slow internet speeds,Resolved after troubleshooting
3/16/24 2:36,INC3891676,Application Issues,Application crashing on start,Resolved after troubleshooting
1/11/24 19:44,INC3197341,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
2/22/24 22:29,INC2839545,Email Problems,Email attachment too large,Hardware replaced
1/30/24 17:02,INC7895621,Application Issues,Feature not working as expected,Escalated to higher tier
1/7/24 20:55,INC8485704,Application Issues,Feature not working as expected,Hardware replaced
1/25/24 19:26,INC7624731,Email Problems,Email attachment too large,Resolved after troubleshooting
2/1/24 23:26,INC4725651,VPN Issues,VPN connection dropping frequently,User guided through steps
3/2/24 8:09,INC3379439,Email Problems,Not receiving email,Hardware replaced
3/3/24 2:23,INC8561194,Application Issues,Feature not working as expected,Resolved after troubleshooting
3/1/24 0:54,INC8285785,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
3/6/24 4:58,INC4063813,Hardware Issues,Computer not turning on,Resolved after troubleshooting
1/9/24 10:54,INC8764209,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
2/15/24 1:13,INC5129442,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
2/18/24 5:32,INC2930210,Hardware Issues,Printer not printing,Hardware replaced
2/15/24 13:02,INC2165569,Network Problems,Slow internet speeds,Hardware replaced
1/30/24 21:39,INC4040788,Email Problems,Not receiving email,User guided through steps
2/23/24 1:07,INC5281565,Network Problems,No internet connection,User guided through steps
1/30/24 15:38,INC7709144,Login Issues,Two-factor authentication not working,Hardware replaced
3/17/24 10:55,INC7438134,VPN Issues,Slow VPN connection speeds,Escalated to higher tier
1/31/24 2:21,INC2907611,Network Problems,Network drive not accessible,User guided through steps
1/3/24 8:59,INC4333241,Login Issues,Account locked out,Escalated to higher tier
1/25/24 18:44,INC1149929,Login Issues,Unable to login to system,Escalated to higher tier
1/9/24 20:17,INC7998077,Login Issues,Unable to login to system,Resolved after troubleshooting
3/4/24 20:35,INC9983146,Login Issues,Account locked out,Resolved after troubleshooting
3/17/24 4:31,INC7828933,Login Issues,Unable to login to system,Hardware replaced
1/16/24 5:43,INC6234784,Hardware Issues,Computer not turning on,Escalated to higher tier
1/8/24 21:22,INC7287281,Email Problems,Cannot send email,Hardware replaced
2/18/24 15:47,INC2667549,Login Issues,Password reset required,User guided through steps
2/29/24 13:27,INC8261856,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/5/24 20:38,INC4017935,Application Issues,Error message displayed in application,Hardware replaced
3/15/24 11:48,INC1104473,Network Problems,Slow internet speeds,Hardware replaced
1/5/24 13:46,INC6174480,Login Issues,Password reset required,Resolved after troubleshooting
1/23/24 21:02,INC3774057,Login Issues,Account locked out,Hardware replaced
1/4/24 14:16,INC7863749,Application Issues,Feature not working as expected,Hardware replaced
1/12/24 6:28,INC9298857,Hardware Issues,Computer not turning on,User guided through steps
2/4/24 12:31,INC4688588,Hardware Issues,Computer not turning on,User guided through steps
1/11/24 16:24,INC9917113,Application Issues,Feature not working as expected,User guided through steps
1/31/24 6:10,INC4628437,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/18/24 22:53,INC7043109,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
1/21/24 23:31,INC3673968,Login Issues,Unable to login to system,User guided through steps
1/8/24 11:56,INC4628410,Login Issues,Password reset required,Resolved after troubleshooting
1/5/24 20:43,INC7204514,Hardware Issues,Printer not printing,Escalated to higher tier
1/29/24 1:05,INC8255782,Network Problems,Network drive not accessible,Escalated to higher tier
2/23/24 12:34,INC8735410,Application Issues,Application crashing on start,Escalated to higher tier
2/19/24 9:00,INC6272823,Network Problems,Network drive not accessible,Hardware replaced
1/31/24 18:57,INC3088027,Application Issues,Error message displayed in application,Hardware replaced
1/28/24 8:21,INC8231041,Network Problems,Slow internet speeds,User guided through steps
1/8/24 5:08,INC9004361,VPN Issues,Slow VPN connection speeds,Escalated to higher tier
1/20/24 4:47,INC9199025,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
2/24/24 20:39,INC6136054,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
1/24/24 9:44,INC1085987,VPN Issues,VPN connection dropping frequently,Escalated to higher tier
3/15/24 16:14,INC6317903,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
3/15/24 13:12,INC9042503,Login Issues,Account locked out,Escalated to higher tier
3/13/24 15:01,INC9067995,Login Issues,Two-factor authentication not working,User guided through steps
1/9/24 12:51,INC3848094,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
3/14/24 18:08,INC7700252,VPN Issues,Slow VPN connection speeds,User guided through steps
2/21/24 5:07,INC3690822,Hardware Issues,Computer not turning on,Escalated to higher tier
1/3/24 1:46,INC1184642,VPN Issues,Slow VPN connection speeds,Resolved after troubleshooting
3/8/24 22:53,INC8927172,Login Issues,Account locked out,Escalated to higher tier
3/8/24 10:06,INC9190253,Hardware Issues,Computer not turning on,Resolved after troubleshooting
2/4/24 7:20,INC7057342,Application Issues,Application crashing on start,User guided through steps
3/11/24 13:00,INC6570265,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
1/24/24 20:38,INC3042232,Network Problems,Network drive not accessible,Escalated to higher tier
2/5/24 6:54,INC5970065,Hardware Issues,Screen flickering,Escalated to higher tier
1/1/24 3:44,INC3098234,Network Problems,No internet connection,Hardware replaced
1/29/24 20:16,INC4423754,Application Issues,Application crashing on start,Hardware replaced
1/17/24 21:15,INC5532988,Application Issues,Feature not working as expected,Escalated to higher tier
2/17/24 3:10,INC4752575,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
2/6/24 20:15,INC9718846,Network Problems,Slow internet speeds,Hardware replaced
3/17/24 6:26,INC2866654,Network Problems,WiFi keeps disconnecting,Hardware replaced
2/12/24 7:46,INC2435552,Login Issues,Two-factor authentication not working,Hardware replaced
2/10/24 18:21,INC2492026,Network Problems,No internet connection,Hardware replaced
1/1/24 14:52,INC9208679,Login Issues,Password reset required,Hardware replaced
1/16/24 16:47,INC6547316,Network Problems,Network drive not accessible,Escalated to higher tier
3/6/24 19:47,INC1849526,Application Issues,Error message displayed in application,Resolved after troubleshooting
2/4/24 10:46,INC3632353,Login Issues,Account locked out,Escalated to higher tier
3/3/24 17:46,INC1235012,Network Problems,Network drive not accessible,User guided through steps
1/31/24 16:05,INC4972018,Application Issues,Error message displayed in application,Hardware replaced
2/25/24 12:31,INC8136631,Application Issues,Error message displayed in application,User guided through steps
2/21/24 10:13,INC5395699,VPN Issues,VPN connection dropping frequently,Hardware replaced
1/8/24 9:10,INC4851398,Application Issues,Error message displayed in application,User guided through steps
1/12/24 4:40,INC9476184,Application Issues,Application running very slowly,User guided through steps
1/2/24 18:33,INC5614031,Email Problems,Email attachment too large,Hardware replaced
3/14/24 2:48,INC1271233,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
2/4/24 3:46,INC1041652,Hardware Issues,Keyboard keys not working,User guided through steps
2/20/24 15:17,INC1725951,Network Problems,Slow internet speeds,User guided through steps
1/29/24 12:09,INC9016206,Email Problems,Spam filter blocking legitimate emails,Escalated to higher tier
1/26/24 22:31,INC4986213,Email Problems,Not receiving email,Resolved after troubleshooting
1/7/24 4:51,INC7522074,Network Problems,WiFi keeps disconnecting,Hardware replaced
1/16/24 10:35,INC2622303,Login Issues,Password reset required,Hardware replaced
2/17/24 2:22,INC4667759,Application Issues,Application crashing on start,Escalated to higher tier
1/31/24 3:42,INC7373448,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
2/20/24 13:34,INC7132549,Email Problems,Not receiving email,Hardware replaced
1/11/24 1:05,INC9240930,Hardware Issues,Computer not turning on,Escalated to higher tier
2/18/24 13:57,INC6845909,Email Problems,Spam filter blocking legitimate emails,User guided through steps
1/27/24 4:43,INC2636042,Hardware Issues,Screen flickering,Escalated to higher tier
3/10/24 1:16,INC7406737,Network Problems,No internet connection,User guided through steps
2/23/24 3:34,INC7796147,VPN Issues,VPN not connecting,User guided through steps
2/12/24 15:03,INC5533612,Application Issues,Error message displayed in application,Hardware replaced
3/14/24 8:33,INC5354167,VPN Issues,Slow VPN connection speeds,User guided through steps
3/6/24 16:33,INC2420600,Hardware Issues,Screen flickering,User guided through steps
1/20/24 1:45,INC5506141,Application Issues,Feature not working as expected,Resolved after troubleshooting
2/28/24 2:20,INC8232335,Hardware Issues,Screen flickering,Hardware replaced
3/17/24 2:46,INC1123507,Login Issues,Unable to login to system,Hardware replaced
3/2/24 10:30,INC6796644,VPN Issues,VPN not connecting,Resolved after troubleshooting
3/15/24 9:51,INC6702021,Email Problems,Email attachment too large,User guided through steps
3/11/24 9:24,INC5559967,Application Issues,Feature not working as expected,Hardware replaced
1/3/24 13:36,INC4422244,Login Issues,Password reset required,Escalated to higher tier
2/13/24 12:09,INC5261121,Application Issues,Feature not working as expected,Escalated to higher tier
1/12/24 3:00,INC3457003,VPN Issues,Slow VPN connection speeds,Hardware replaced
1/12/24 11:27,INC2143286,Email Problems,Cannot send email,Escalated to higher tier
2/15/24 6:13,INC1126306,VPN Issues,Unable to access certain sites over VPN,Hardware replaced
2/11/24 0:18,INC6650739,Hardware Issues,Screen flickering,Hardware replaced
1/3/24 5:38,INC9125117,Email Problems,Email attachment too large,User guided through steps
2/26/24 11:03,INC5347428,Hardware Issues,Printer not printing,Escalated to higher tier
1/13/24 6:28,INC9535431,VPN Issues,VPN not connecting,Resolved after troubleshooting
2/23/24 20:09,INC1172204,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
1/4/24 21:49,INC7723324,Application Issues,Error message displayed in application,Resolved after troubleshooting
3/13/24 15:35,INC4732858,VPN Issues,Slow VPN connection speeds,User guided through steps
1/30/24 20:25,INC7436194,Email Problems,Not receiving email,Hardware replaced
3/14/24 23:56,INC3783826,VPN Issues,VPN connection dropping frequently,User guided through steps
3/8/24 15:51,INC1819673,Hardware Issues,Keyboard keys not working,Hardware replaced
1/25/24 12:11,INC4800052,Login Issues,Unable to login to system,Resolved after troubleshooting
3/14/24 10:08,INC8127775,Network Problems,Slow internet speeds,Hardware replaced
2/18/24 11:37,INC3308585,Network Problems,Slow internet speeds,Escalated to higher tier
3/1/24 1:23,INC1695604,Hardware Issues,Screen flickering,Escalated to higher tier
2/7/24 5:53,INC8062251,Login Issues,Password reset required,User guided through steps
2/6/24 6:14,INC1012917,Hardware Issues,Keyboard keys not working,Escalated to higher tier
1/25/24 9:51,INC6679270,Hardware Issues,Keyboard keys not working,User guided through steps
3/1/24 14:25,INC3965608,Hardware Issues,Screen flickering,Hardware replaced
1/18/24 21:50,INC3217802,Application Issues,Feature not working as expected,Hardware replaced
1/13/24 13:27,INC1901554,Email Problems,Spam filter blocking legitimate emails,Hardware replaced
1/16/24 13:56,INC3681282,Email Problems,Spam filter blocking legitimate emails,Escalated to higher tier
2/12/24 19:41,INC4041943,Application Issues,Application crashing on start,Resolved after troubleshooting
1/23/24 20:33,INC7799644,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
3/16/24 7:58,INC4318401,Network Problems,Slow internet speeds,Hardware replaced
3/10/24 8:10,INC2358000,Login Issues,Account locked out,Hardware replaced
1/4/24 12:20,INC3993234,Login Issues,Account locked out,Escalated to higher tier
1/30/24 1:46,INC7934026,Hardware Issues,Computer not turning on,User guided through steps
1/17/24 15:30,INC6645946,Email Problems,Cannot send email,Resolved after troubleshooting
1/5/24 4:06,INC2643568,Email Problems,Spam filter blocking legitimate emails,Resolved after troubleshooting
2/22/24 17:33,INC2232731,Hardware Issues,Keyboard keys not working,Hardware replaced
1/6/24 10:48,INC5014469,Network Problems,Network drive not accessible,User guided through steps
1/20/24 1:11,INC9417277,Network Problems,WiFi keeps disconnecting,User guided through steps
1/2/24 23:12,INC2806823,Application Issues,Error message displayed in application,Resolved after troubleshooting
3/8/24 10:00,INC6190823,Application Issues,Application running very slowly,Resolved after troubleshooting
2/4/24 23:49,INC6662937,Network Problems,Network drive not accessible,Hardware replaced
2/27/24 15:27,INC9517307,Email Problems,Cannot send email,User guided through steps
1/31/24 0:20,INC4842215,VPN Issues,VPN not connecting,Escalated to higher tier
3/2/24 18:48,INC2809366,Email Problems,Email attachment too large,Resolved after troubleshooting
1/21/24 13:39,INC9124981,Login Issues,Account locked out,Hardware replaced
2/16/24 13:08,INC2068040,Login Issues,Account locked out,Resolved after troubleshooting
1/3/24 22:15,INC6483450,VPN Issues,Slow VPN connection speeds,Resolved after troubleshooting
2/13/24 9:42,INC1476236,Application Issues,Feature not working as expected,Hardware replaced
1/3/24 3:05,INC2527368,VPN Issues,VPN connection dropping frequently,Resolved after troubleshooting
2/6/24 6:34,INC9662611,Network Problems,No internet connection,Hardware replaced
1/12/24 12:44,INC9494780,Email Problems,Cannot send email,Resolved after troubleshooting
1/11/24 8:25,INC8797264,Login Issues,Two-factor authentication not working,Escalated to higher tier
1/11/24 9:02,INC2896774,Network Problems,Network drive not accessible,Escalated to higher tier
2/12/24 21:57,INC2569202,Application Issues,Feature not working as expected,User guided through steps
1/1/24 3:58,INC6166117,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
2/6/24 1:55,INC6825196,VPN Issues,VPN not connecting,User guided through steps
3/9/24 13:05,INC6035294,Hardware Issues,Keyboard keys not working,Resolved after troubleshooting
3/13/24 10:35,INC1827326,Email Problems,Email attachment too large,Escalated to higher tier
3/3/24 15:46,INC4183876,Network Problems,WiFi keeps disconnecting,Escalated to higher tier
2/17/24 7:39,INC3534350,Email Problems,Email attachment too large,Resolved after troubleshooting
2/4/24 22:16,INC2721256,Hardware Issues,Keyboard keys not working,Hardware replaced
2/23/24 9:38,INC5042734,Login Issues,Unable to login to system,User guided through steps
2/12/24 15:11,INC1886521,Application Issues,Application running very slowly,User guided through steps
1/23/24 13:39,INC2785374,Login Issues,Unable to login to system,Hardware replaced
1/27/24 4:09,INC1666018,Hardware Issues,Printer not printing,Escalated to higher tier
2/14/24 14:26,INC2964014,Network Problems,WiFi keeps disconnecting,Resolved after troubleshooting
2/20/24 17:21,INC6353080,Hardware Issues,Screen flickering,Hardware replaced
1/29/24 12:16,INC2744361,Login Issues,Two-factor authentication not working,Resolved after troubleshooting
2/15/24 2:26,INC2644740,Hardware Issues,Computer not turning on,Hardware replaced
1/11/24 12:36,INC6758574,Network Problems,Slow internet speeds,Hardware replaced
1/28/24 7:50,INC5632385,Hardware Issues,Computer not turning on,User guided through steps
1/16/24 4:15,INC1786589,VPN Issues,Unable to access certain sites over VPN,Escalated to higher tier
1/26/24 16:52,INC4477035,VPN Issues,VPN connection dropping frequently,User guided through steps
2/15/24 9:01,INC5638346,Email Problems,Email attachment too large,Hardware replaced
